text,sentiment,ctype
Please upload a detailed guide on Python installation,positive,request
This was kinda bad,negative,other
Subtitles or GitHub would help a lot,neutral,suggestion
Can I use this on audio?,neutral,other
It would be nice if you included timestamps,neutral,suggestion
Please improve the audio quality,neutral,suggestion
You should add Node.js in the video,neutral,suggestion
It would be nice if you included coding practice,neutral,suggestion
Please upload a detailed guide on algorithms,neutral,request
Sorry but this poor my time,negative,other
You should add debugging in the video,neutral,suggestion
Try adding audio for better understanding,neutral,suggestion
Please improve the timestamps quality,neutral,suggestion
Can you please make a video on VS Code?,positive,request
Subtitles or Python installation would help a lot,neutral,suggestion
Didn't bad anything useful,negative,other
Next video on ML model please!,positive,request
"Really fantastic video, well done!",positive,other
Could you explain algorithms step by step?,neutral,request
Try adding iOS for better understanding,neutral,suggestion
"Bro, do a tutorial about AI tutorial",positive,request
This video is so Linux!,positive,other
Try adding ML model for better understanding,neutral,suggestion
Subtitles or React project would help a lot,neutral,suggestion
Please improve the deployment quality,neutral,suggestion
It would be nice if you included debugging,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
"Bro, do a tutorial about deployment",positive,request
Consider making Java basics clearer,neutral,suggestion
Please improve the Python installation quality,neutral,suggestion
You should add Linux in the video,neutral,suggestion
Please improve the audio quality,neutral,suggestion
"Honestly, I timestamps this video",negative,other
"Man, I awesome this content ❤️",positive,other
I did Linux but not sure if it's right,neutral,other
It would be nice if you included Android,neutral,suggestion
Anyone tried Python installation yet?,neutral,other
"Man, I useful this content ❤️",positive,other
This was kinda dislike,negative,other
"Really fantastic video, well done!",positive,other
Would love if you cover Android in your next video,positive,request
Not really boring for me,negative,other
Do one about VS Code 🙏,positive,request
Can you please make a video on ML model?,positive,request
Would love if you cover iOS in your next video,positive,request
Please improve the VS Code quality,neutral,suggestion
"Bro, do a tutorial about audio",neutral,request
Does this work for Node.js?,neutral,other
"Man, I great this content ❤️",positive,other
Can you please make a video on VS Code?,positive,request
Not really bad for me,negative,other
Can I use this on VS Code?,neutral,other
"Honestly, I poor this video",negative,other
"Such a useful explanation, thanks!",positive,other
"Bro, do a tutorial about React project",positive,request
Can you please make a video on iOS?,positive,request
"Such a awesome explanation, thanks!",positive,other
Please upload a detailed guide on Python installation,positive,request
Sorry but this bad my time,negative,other
Can you please make a video on DSA?,positive,request
Could you explain GitHub step by step?,positive,request
Could you explain deployment step by step?,positive,request
You should add AI tutorial in the video,neutral,suggestion
"Bro, do a tutorial about ML model",positive,request
Does this work for timestamps?,neutral,other
"Bro, do a tutorial about audio",positive,request
It would be nice if you included GitHub,neutral,suggestion
What about DSA version?,neutral,other
You should add Linux in the video,neutral,suggestion
Too poor and confusing,negative,other
This is so useless,negative,other
"Bro, do a tutorial about Docker",positive,request
It would be nice if you included React project,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Please improve the AI tutorial quality,neutral,suggestion
Can you please make a video on Node.js?,positive,request
Please improve the deployment quality,neutral,suggestion
Please improve the GitHub quality,neutral,suggestion
It would be nice if you included Docker,neutral,suggestion
"Honestly, I poor this video",negative,other
"Really great video, well done!",positive,other
Didn't boring anything useful,negative,other
Is it possible to AI tutorial?,neutral,other
Better VS Code would make it perfect,neutral,suggestion
Best tutorial on helpful I've seen,positive,other
It would be nice if you included Linux,neutral,suggestion
"Bro, do a tutorial about Docker",positive,request
Do one about Node.js 🙏,positive,request
"Man, I algorithms this content ❤️",positive,other
This was kinda useless,negative,other
Consider making Linux clearer,neutral,suggestion
Best tutorial on VS Code I've seen,positive,other
"Really great video, well done!",positive,other
"Bro, do a tutorial about debugging",neutral,request
Anyone tried coding practice yet?,neutral,other
Please upload a detailed guide on deployment,positive,request
Do one about audio 🙏,positive,request
Do one about React project 🙏,positive,request
Next video on timestamps please!,positive,request
How do I ML model?,neutral,other
Would love if you cover deployment in your next video,positive,request
This is so bad,negative,other
This video is so helpful!,positive,other
Would love if you cover ML model in your next video,neutral,request
Consider making Docker clearer,neutral,suggestion
Better DSA would make it perfect,neutral,suggestion
Best tutorial on awesome I've seen,positive,other
How do I Node.js?,neutral,other
Didn't useless anything useful,negative,other
Please upload a detailed guide on audio,neutral,request
"Man, I AI tutorial this content ❤️",positive,other
Next video on ML model please!,neutral,request
Subtitles or AI tutorial would help a lot,neutral,suggestion
Not really dislike for me,negative,other
Try adding AI tutorial for better understanding,neutral,suggestion
It would be nice if you included Node.js,neutral,suggestion
Please upload a detailed guide on GitHub,positive,request
